user_id,account_age_days,num_followers,num_following,num_posts,num_posts_last_7_days,avg_likes_per_post,avg_comments_per_post,num_shares_per_post,num_hashtags_per_post,post_sequence,product_name,product_category,text_message,contains_link,contains_media,sentiment,is_scam_post,num_messages_sent,num_suspicious_links_shared,num_reports_received,transaction_amount,purchase_time,payment_method,is_fraud_transaction,transaction_sequence
8448,1446,1693,1169,237,14,105,52,34,4,"[1, 0, 4, 4, 3, 0, 0]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",0,1,neutral,0,83,0,1,22.22,10,PayPal,0,"[1.73, 59.63, 72.73, 49.19, 0.22]"
8449,2299,2892,1811,17,14,139,75,31,5,"[2, 4, 2, 3, 1, 0, 4]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",0,0,positive,0,90,0,1,31.09,23,PayPal,0,"[18.0, 7.1, 73.93, 42.82, 15.94]"
8450,2926,3811,1924,273,18,248,43,2,5,"[2, 1, 3, 4, 4, 0, 0]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,neutral,0,66,0,0,6.12,5,Credit Card,0,"[5.94, 57.75, 8.51, 16.78, 17.03]"
8451,1633,4180,145,421,3,54,34,12,6,"[2, 2, 3, 1, 3, 4, 2]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,neutral,0,63,0,1,49.26,3,Credit Card,0,"[45.78, 9.53, 0.39, 54.68, 50.31]"
8452,2578,684,379,288,5,117,87,16,9,"[3, 3, 0, 3, 1, 3, 1]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,neutral,0,19,0,1,66.57,10,UPI,0,"[37.14, 0.44, 33.92, 80.31, 28.96]"
8453,2375,4340,167,26,9,349,39,17,2,"[1, 4, 3, 2, 4, 0, 3]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,0,0,negative,0,92,0,0,0.39,0,PayPal,0,"[3.21, 51.51, 24.9, 41.57, 8.25]"
8454,3009,2919,1792,304,11,175,44,16,1,"[4, 0, 4, 4, 4, 1, 3]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,neutral,0,26,0,0,89.27,16,UPI,0,"[55.47, 10.7, 3.45, 8.01, 69.07]"
8455,895,3756,1298,433,3,353,59,47,8,"[0, 3, 4, 1, 2, 4, 2]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,negative,0,46,0,0,46.79,10,Credit Card,0,"[59.93, 12.2, 33.4, 18.04, 14.86]"
8456,2145,3283,86,398,5,469,62,15,1,"[1, 1, 2, 1, 2, 1, 2]",Sunglasses,Toys,Check out my new Sunglasses purchase.,1,0,positive,0,64,0,0,0.26,7,PayPal,0,"[12.52, 38.34, 4.58, 59.74, 0.3]"
8457,513,4691,153,107,13,212,9,21,8,"[2, 3, 1, 3, 3, 2, 4]",Laptop,Home Appliances,Reviewing my Laptop today.,0,0,neutral,0,30,0,0,54.2,9,UPI,0,"[18.09, 28.04, 4.98, 34.37, 60.38]"
8458,216,4026,496,460,12,264,46,24,9,"[2, 1, 2, 0, 1, 4, 0]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,positive,0,45,0,1,84.71,8,Credit Card,0,"[97.57, 36.08, 120.33, 53.44, 47.25]"
8459,3204,1156,1820,435,2,139,23,0,3,"[2, 2, 4, 2, 4, 0, 4]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,1,positive,0,2,0,0,104.67,17,UPI,0,"[80.34, 61.57, 44.43, 71.3, 5.2]"
8460,3332,3061,314,225,14,464,56,26,0,"[4, 1, 3, 1, 3, 0, 0]",Blender,Beauty,Check out my new Blender purchase.,0,0,positive,0,16,0,1,34.41,18,Credit Card,0,"[49.76, 63.64, 1.85, 81.7, 28.66]"
8461,2173,4445,1854,323,2,463,17,13,2,"[2, 1, 2, 2, 3, 1, 1]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,neutral,0,84,0,0,22.01,21,UPI,0,"[123.7, 11.27, 43.17, 15.96, 6.39]"
8462,3154,2329,1633,354,4,324,56,27,9,"[2, 2, 2, 3, 3, 4, 0]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,0,positive,0,85,0,1,21.03,23,PayPal,0,"[51.65, 3.7, 101.34, 36.05, 41.82]"
8463,3355,1292,722,18,12,338,71,46,1,"[1, 1, 0, 2, 1, 1, 2]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,negative,0,41,0,1,3.75,17,UPI,0,"[39.97, 79.57, 3.59, 122.33, 9.2]"
8464,1707,1884,1981,222,14,440,45,35,3,"[1, 3, 0, 3, 3, 1, 3]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,1,neutral,0,21,0,0,14.76,15,UPI,0,"[3.14, 27.1, 55.55, 18.62, 3.57]"
8465,2107,1560,1583,280,16,283,42,42,1,"[4, 3, 1, 2, 2, 1, 3]",Action Figure,Clothing,Limited offer! Buy Action Figure and claim a prize!,1,1,positive,1,40,1,2,11.38,20,PayPal,0,"[26.07, 13.02, 50.57, 5.37, 39.41]"
8466,1568,983,1853,103,5,272,76,49,9,"[0, 3, 3, 0, 3, 3, 4]",Sunglasses,Toys,Reviewing my Sunglasses today.,0,0,positive,0,77,0,0,49.98,12,PayPal,0,"[21.36, 20.93, 45.35, 2.5, 18.03]"
8467,2209,2067,1297,331,17,21,15,31,5,"[4, 1, 3, 2, 2, 1, 4]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,negative,0,42,0,1,9.25,12,UPI,0,"[46.49, 61.33, 31.9, 269.82, 60.81]"
8468,2332,1863,1729,331,2,418,13,28,9,"[1, 1, 2, 4, 4, 3, 1]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,neutral,0,58,0,1,60.1,9,UPI,0,"[177.94, 59.6, 74.9, 70.98, 41.47]"
8469,2154,1979,763,361,8,368,8,16,0,"[3, 0, 2, 0, 0, 0, 4]",Blender,Beauty,"Bought Blender from this store, great quality.",0,1,negative,0,94,0,1,52.87,5,UPI,0,"[88.12, 36.94, 4.88, 10.44, 11.08]"
8470,1129,1736,1818,408,7,186,72,27,4,"[3, 3, 1, 1, 1, 0, 2]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,1,positive,0,11,0,1,32.41,11,PayPal,0,"[76.09, 22.24, 6.24, 3.78, 40.27]"
8471,3511,2452,261,288,19,206,68,40,8,"[2, 2, 3, 4, 2, 2, 4]",Smart Watch,Clothing,Exclusive deal on Smart Watch! Click immediately!,1,0,positive,1,68,0,5,0.81,17,Credit Card,0,"[104.66, 101.63, 16.29, 35.71, 134.09]"
8472,228,1918,486,443,10,146,60,20,0,"[1, 3, 3, 4, 0, 3, 0]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,0,negative,0,22,0,1,23.51,6,Credit Card,0,"[6.17, 48.5, 22.36, 4.46, 18.19]"
8473,2366,700,453,36,10,494,10,23,3,"[1, 3, 3, 1, 2, 2, 1]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,1,neutral,0,87,0,1,6.29,17,Credit Card,0,"[31.77, 93.09, 25.58, 46.19, 53.42]"
8474,1488,4046,442,347,7,433,18,45,1,"[4, 0, 4, 4, 3, 0, 4]",Laptop,Home Appliances,Unboxing my new Laptop!,0,0,neutral,0,8,0,1,81.35,21,UPI,0,"[60.6, 22.86, 76.31, 9.7, 91.35]"
8475,802,2073,1285,379,0,153,63,34,1,"[2, 4, 2, 2, 0, 3, 2]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",1,0,positive,0,6,0,0,96.25,9,Credit Card,0,"[22.14, 60.87, 118.28, 21.73, 70.76]"
8476,1623,4661,542,243,1,107,37,19,4,"[1, 3, 1, 2, 2, 0, 1]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,positive,0,51,0,0,2.21,19,Credit Card,0,"[157.96, 2.34, 68.32, 80.11, 32.66]"
8477,1906,3753,1128,42,19,315,9,21,1,"[4, 4, 3, 3, 2, 1, 0]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,1,positive,0,6,0,0,32.49,6,PayPal,0,"[41.13, 1.86, 52.13, 8.08, 285.67]"
8478,2922,394,349,125,3,299,15,3,4,"[0, 3, 4, 2, 2, 4, 1]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,1,negative,0,17,0,1,68.39,18,Credit Card,0,"[37.31, 14.95, 32.84, 27.77, 22.25]"
8479,472,1956,823,8,1,439,92,15,0,"[4, 3, 4, 2, 0, 1, 3]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,0,neutral,0,63,0,1,18.53,12,Credit Card,0,"[19.34, 5.27, 15.52, 3.0, 7.1]"
8480,1080,3048,437,13,1,482,68,20,4,"[0, 4, 0, 1, 1, 1, 2]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,1,neutral,0,84,1,0,38.75,14,Credit Card,0,"[33.9, 37.07, 46.68, 26.36, 4.84]"
8481,2673,3452,168,130,12,298,81,43,2,"[1, 3, 4, 3, 4, 2, 2]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,positive,0,0,0,1,87.67,10,UPI,0,"[29.18, 16.12, 50.09, 26.54, 72.75]"
8482,2061,522,1771,324,19,150,41,20,1,"[3, 1, 2, 4, 4, 3, 3]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,0,1,neutral,0,45,0,1,26.87,21,UPI,0,"[16.6, 25.07, 54.72, 12.05, 3.82]"
8483,3512,1562,1809,183,5,457,43,39,3,"[1, 1, 3, 0, 0, 4, 1]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,positive,0,1,0,1,7.65,10,Credit Card,0,"[51.51, 33.87, 2.4, 28.77, 14.1]"
8484,1042,2909,1366,281,3,405,52,40,0,"[0, 1, 4, 2, 3, 1, 4]",Blender,Beauty,Check out my new Blender purchase.,0,1,negative,0,87,0,1,127.74,3,Credit Card,1,"[10.73, 24.97, 39.37, 156.48, 18.84]"
8485,2742,2849,1253,382,14,174,34,10,2,"[0, 4, 1, 4, 3, 4, 4]",Designer Shoes,Beauty,Unboxing my new Designer Shoes!,0,0,positive,0,13,0,0,24.96,1,UPI,0,"[25.82, 6.34, 75.31, 43.29, 11.69]"
8486,3021,549,22,52,2,54,35,36,0,"[3, 4, 1, 0, 0, 0, 3]",Blender,Beauty,Check out my new Blender purchase.,0,0,neutral,0,63,0,0,21.8,12,PayPal,0,"[61.21, 12.78, 14.4, 18.0, 46.59]"
8487,2161,1468,987,40,3,266,21,43,7,"[3, 3, 1, 2, 1, 0, 0]",Handbag,Toys,Reviewing my Handbag today.,0,0,positive,0,48,0,1,47.18,21,UPI,0,"[7.23, 88.93, 35.92, 55.66, 22.02]"
8488,229,832,675,337,16,310,23,21,4,"[2, 3, 0, 1, 4, 2, 4]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,0,positive,0,2,0,1,88.21,13,PayPal,1,"[75.64, 60.01, 72.29, 47.62, 36.66]"
8489,171,4482,280,357,5,153,75,19,0,"[2, 2, 1, 0, 3, 0, 4]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,neutral,0,20,0,0,172.21,16,PayPal,0,"[76.71, 75.62, 39.87, 14.56, 6.58]"
8490,295,1421,1542,20,1,384,11,1,1,"[0, 4, 3, 3, 2, 0, 1]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,neutral,0,33,0,0,50.56,13,PayPal,0,"[1.87, 97.32, 20.58, 72.57, 8.88]"
8491,189,285,721,376,19,499,34,42,8,"[1, 3, 3, 4, 0, 4, 2]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,0,negative,0,51,0,0,21.13,14,Credit Card,0,"[15.28, 13.42, 16.04, 42.12, 12.17]"
8492,426,2745,252,294,12,483,49,10,6,"[0, 3, 3, 0, 2, 4, 2]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,0,positive,0,98,0,1,28.85,6,UPI,0,"[12.11, 9.18, 5.68, 12.54, 61.92]"
8493,977,3765,403,207,14,189,82,20,2,"[1, 0, 3, 1, 2, 2, 3]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,positive,0,54,0,1,57.57,2,Credit Card,0,"[99.68, 58.66, 52.43, 16.79, 40.01]"
8494,1103,4464,132,487,4,148,77,32,0,"[1, 2, 4, 4, 4, 1, 3]",Sunglasses,Toys,Reviewing my Sunglasses today.,0,0,positive,0,19,0,1,171.46,19,UPI,0,"[5.73, 19.1, 86.93, 4.14, 5.59]"
8495,2706,1445,1297,150,18,7,86,48,1,"[0, 4, 3, 2, 0, 2, 1]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,0,negative,0,37,0,1,206.18,21,Credit Card,0,"[22.44, 33.05, 36.71, 39.65, 207.18]"
8496,919,1466,617,476,5,147,39,16,6,"[1, 1, 3, 2, 1, 1, 1]",Handbag,Toys,Reviewing my Handbag today.,0,0,negative,0,72,0,1,55.37,17,Credit Card,0,"[59.2, 73.86, 6.01, 5.93, 111.34]"
8497,3254,1776,231,457,16,172,21,35,7,"[2, 1, 0, 2, 1, 2, 4]",Blender,Beauty,"Bought Blender from this store, great quality.",0,1,positive,0,47,0,1,22.48,20,PayPal,0,"[42.04, 31.26, 5.1, 58.55, 4.97]"
8498,499,3655,544,441,0,80,46,13,4,"[0, 2, 0, 3, 1, 3, 3]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,positive,0,14,0,0,28.61,19,PayPal,0,"[11.57, 72.84, 36.6, 37.52, 51.89]"
8499,1822,914,78,68,1,78,74,36,3,"[3, 2, 0, 1, 2, 1, 0]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,1,neutral,0,55,0,0,138.85,11,PayPal,0,"[80.98, 0.71, 37.12, 99.31, 49.4]"
8500,2810,287,1058,330,0,468,65,30,9,"[3, 4, 1, 2, 3, 1, 2]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,0,positive,0,94,0,1,65.33,20,Credit Card,0,"[36.12, 36.44, 4.49, 39.44, 74.02]"
8501,866,4190,494,412,7,320,9,3,3,"[1, 4, 2, 2, 2, 0, 1]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,neutral,0,8,0,0,20.67,23,Credit Card,0,"[7.11, 138.41, 28.97, 0.24, 16.98]"
8502,826,2088,1133,317,3,59,42,5,4,"[0, 1, 4, 1, 3, 4, 2]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,0,negative,0,12,0,1,36.22,1,Credit Card,0,"[8.05, 35.66, 73.31, 14.14, 43.25]"
8503,1859,4426,1344,436,17,450,68,49,6,"[2, 4, 0, 2, 1, 2, 2]",Blender,Beauty,Unboxing my new Blender!,0,1,neutral,0,31,0,0,33.25,5,UPI,0,"[86.4, 63.59, 38.99, 62.84, 60.23]"
8504,2119,1804,1598,300,8,94,93,20,6,"[1, 2, 1, 2, 3, 1, 2]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,0,negative,0,19,0,0,92.81,16,PayPal,0,"[22.43, 28.47, 21.87, 88.51, 38.06]"
8505,2296,1178,327,26,14,311,84,12,3,"[0, 3, 3, 0, 3, 1, 3]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,1,0,neutral,0,20,0,0,0.75,14,UPI,0,"[44.79, 82.23, 166.21, 23.44, 122.37]"
8506,146,2551,966,115,15,127,96,37,0,"[4, 2, 3, 2, 2, 1, 1]",Cosmetics Kit,Electronics,Unboxing my new Cosmetics Kit!,0,0,negative,0,82,0,0,66.46,2,Credit Card,0,"[13.07, 0.31, 11.68, 76.59, 154.68]"
8507,1642,4370,1832,417,2,121,24,14,4,"[3, 4, 4, 1, 1, 0, 2]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,0,neutral,0,26,0,1,9.87,7,PayPal,1,"[40.57, 29.22, 272.32, 96.71, 45.69]"
8508,1320,1588,689,141,0,286,46,4,6,"[2, 2, 0, 2, 4, 2, 1]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,1,positive,0,59,0,1,18.82,4,Credit Card,0,"[48.17, 15.43, 36.06, 191.72, 4.17]"
8509,2630,1956,383,40,12,340,6,37,3,"[0, 3, 1, 0, 2, 2, 4]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,1,negative,0,74,0,1,54.86,3,PayPal,0,"[91.99, 8.16, 27.93, 8.86, 17.25]"
8510,470,1775,1387,105,13,86,27,23,6,"[2, 2, 2, 2, 4, 4, 2]",Smart Watch,Clothing,Reviewing my Smart Watch today.,0,1,negative,0,14,0,0,83.32,3,Credit Card,0,"[93.63, 29.94, 8.67, 13.88, 23.9]"
8511,3578,4862,1255,73,5,381,79,17,7,"[4, 4, 1, 3, 3, 3, 4]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,positive,0,7,0,0,65.97,6,Credit Card,0,"[18.38, 9.63, 176.28, 24.98, 19.83]"
8512,193,987,1639,59,4,80,44,28,1,"[3, 1, 3, 2, 4, 2, 0]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,neutral,0,59,0,1,16.43,7,PayPal,0,"[101.23, 69.42, 20.28, 22.26, 74.81]"
8513,1092,1203,1437,297,4,21,66,31,1,"[4, 2, 0, 1, 2, 3, 1]",Handbag,Toys,Unboxing my new Handbag!,0,0,negative,0,72,0,1,36.64,19,PayPal,0,"[13.27, 32.0, 2.93, 5.9, 72.07]"
8514,2542,3330,1317,121,3,251,82,6,4,"[1, 0, 2, 3, 4, 4, 2]",Action Figure,Clothing,Reviewing my Action Figure today.,0,1,neutral,0,36,0,0,18.91,12,UPI,0,"[13.45, 8.45, 144.57, 58.57, 104.44]"
8515,52,1119,546,434,11,189,11,29,2,"[2, 0, 4, 3, 3, 3, 0]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,negative,0,19,0,0,31.06,17,Credit Card,0,"[6.28, 28.09, 55.99, 90.4, 38.44]"
8516,2930,196,1729,202,13,311,82,37,3,"[3, 3, 4, 3, 2, 2, 1]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,positive,0,51,0,0,47.58,1,PayPal,0,"[181.42, 30.91, 4.99, 121.34, 54.97]"
8517,2411,3975,1197,10,13,85,10,25,0,"[0, 4, 1, 1, 0, 0, 1]",Blender,Beauty,"Bought Blender from this store, great quality.",0,0,positive,0,9,0,0,3.02,19,UPI,0,"[136.64, 21.26, 171.34, 10.73, 71.9]"
8518,1821,525,391,418,10,483,2,7,3,"[3, 2, 1, 0, 1, 2, 4]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,1,negative,0,18,0,1,158.23,2,UPI,0,"[7.66, 6.79, 0.47, 247.69, 134.35]"
8519,2965,4727,1125,146,9,378,60,24,3,"[2, 4, 0, 4, 3, 1, 1]",Handbag,Toys,Reviewing my Handbag today.,0,0,neutral,0,9,0,0,39.72,15,UPI,0,"[26.87, 33.14, 135.04, 97.73, 139.85]"
8520,2522,1410,1859,215,9,455,65,29,3,"[3, 2, 0, 3, 1, 4, 2]",Handbag,Toys,Check out my new Handbag purchase.,0,1,negative,0,21,0,1,29.18,18,Credit Card,0,"[84.85, 17.0, 258.11, 84.25, 35.94]"
8521,1870,4503,1316,373,8,366,55,23,2,"[2, 3, 1, 1, 0, 0, 3]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",0,0,negative,0,47,0,1,32.44,9,UPI,1,"[108.3, 3.17, 13.14, 24.58, 56.97]"
8522,2569,1292,1108,320,1,7,25,29,1,"[3, 1, 3, 2, 4, 1, 2]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,0,negative,0,24,0,0,89.97,0,PayPal,0,"[53.32, 0.16, 168.45, 2.39, 23.87]"
8523,1787,1194,908,459,13,317,85,4,3,"[4, 1, 1, 1, 2, 1, 3]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,0,positive,0,23,0,0,6.29,20,UPI,0,"[10.91, 13.43, 0.98, 176.15, 75.65]"
8524,1455,1948,1224,444,6,333,80,3,7,"[3, 2, 2, 1, 3, 1, 4]",Blender,Beauty,Reviewing my Blender today.,1,0,negative,0,25,0,1,117.87,22,UPI,0,"[18.18, 18.4, 44.52, 15.3, 62.95]"
8525,1868,3655,684,302,16,229,33,41,2,"[1, 3, 2, 4, 3, 2, 0]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,0,positive,0,14,0,0,13.2,2,Credit Card,0,"[164.77, 153.03, 101.99, 11.62, 130.6]"
8526,3370,4786,540,13,19,151,54,8,5,"[4, 1, 2, 1, 1, 2, 0]",Action Figure,Clothing,Reviewing my Action Figure today.,1,0,positive,0,94,0,0,58.69,5,PayPal,0,"[75.8, 60.87, 32.3, 64.84, 0.36]"
8527,3507,2217,296,66,7,277,78,32,1,"[4, 0, 3, 0, 0, 0, 1]",Wireless Earbuds,Electronics,"Bought Wireless Earbuds from this store, great quality.",0,0,negative,0,34,0,0,40.65,6,PayPal,0,"[20.05, 196.34, 31.68, 47.52, 23.64]"
8528,2739,4254,55,179,19,14,75,28,0,"[1, 2, 1, 2, 0, 1, 1]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,1,neutral,0,63,0,0,72.04,1,Credit Card,0,"[0.38, 20.47, 127.29, 17.38, 15.08]"
8529,3270,3580,1495,364,3,467,15,30,6,"[3, 4, 4, 0, 0, 4, 2]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,1,positive,0,6,0,1,8.28,22,PayPal,0,"[23.82, 67.59, 102.66, 86.03, 167.81]"
8530,3200,1017,1039,241,4,474,79,43,5,"[2, 4, 3, 1, 3, 3, 3]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,1,neutral,0,90,0,1,84.87,14,UPI,0,"[17.52, 0.1, 187.53, 15.99, 161.99]"
8531,2580,3153,1675,159,12,411,38,18,9,"[1, 2, 2, 2, 3, 0, 3]",Fitness Tracker,Home Appliances,Reviewing my Fitness Tracker today.,0,1,negative,0,53,0,0,52.56,14,PayPal,0,"[30.99, 4.26, 45.05, 191.63, 43.98]"
8532,2008,3590,65,463,6,405,5,44,3,"[0, 1, 4, 3, 2, 0, 2]",Action Figure,Clothing,Reviewing my Action Figure today.,0,1,neutral,0,59,0,1,75.4,2,Credit Card,0,"[191.43, 0.23, 38.85, 14.34, 0.65]"
8533,1435,4207,957,485,5,286,71,46,6,"[3, 1, 1, 0, 2, 4, 0]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,1,positive,0,4,0,1,33.51,18,Credit Card,0,"[63.84, 92.79, 45.74, 5.04, 16.37]"
8534,840,4069,1682,9,16,456,51,1,5,"[1, 0, 1, 3, 3, 3, 1]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,1,negative,0,76,0,0,87.97,22,Credit Card,0,"[0.61, 13.48, 78.62, 202.07, 14.91]"
8535,3137,47,1693,123,5,247,24,19,1,"[3, 3, 4, 4, 2, 0, 4]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,neutral,0,3,0,0,75.38,5,Credit Card,0,"[11.82, 96.82, 89.91, 73.36, 20.72]"
8536,241,3663,1935,272,18,254,55,11,3,"[0, 0, 0, 2, 0, 1, 4]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,positive,0,92,0,0,9.24,20,Credit Card,0,"[56.34, 100.04, 45.29, 107.42, 4.21]"
8537,3441,4471,1495,240,2,445,82,49,8,"[1, 1, 1, 0, 0, 0, 3]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,1,positive,0,10,0,1,170.2,17,PayPal,0,"[42.55, 14.71, 89.94, 51.04, 44.48]"
8538,536,827,1932,423,8,342,18,20,7,"[0, 4, 0, 4, 4, 2, 3]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,0,positive,0,28,0,1,178.34,16,UPI,0,"[1.51, 49.04, 68.87, 76.48, 147.75]"
8539,1408,4722,1604,451,14,324,75,30,5,"[0, 1, 0, 0, 4, 2, 1]",Blender,Beauty,Limited offer! Buy Blender and claim a prize!,1,0,positive,1,7,0,3,203.7,21,Credit Card,0,"[11.6, 139.9, 36.0, 4.42, 2.53]"
8540,3503,2089,1046,446,7,364,72,35,0,"[0, 1, 1, 4, 4, 2, 4]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,1,positive,0,48,0,1,5.19,22,Credit Card,0,"[58.74, 116.36, 145.2, 0.68, 18.93]"
8541,83,2056,701,142,14,166,92,19,6,"[2, 2, 2, 2, 2, 4, 3]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,positive,0,42,0,1,68.92,16,PayPal,0,"[50.71, 20.88, 47.38, 137.45, 20.67]"
8542,982,818,759,352,0,80,26,43,0,"[1, 4, 0, 3, 4, 4, 0]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,positive,0,97,0,1,51.08,10,Credit Card,0,"[11.37, 85.72, 36.0, 36.15, 66.94]"
8543,951,4752,485,166,7,295,4,19,7,"[3, 4, 3, 1, 0, 4, 0]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,0,1,neutral,0,17,0,1,184.78,8,UPI,0,"[4.25, 20.71, 401.98, 9.49, 23.54]"
8544,611,3984,1438,56,3,68,25,44,2,"[1, 4, 0, 2, 1, 3, 3]",Laptop,Home Appliances,Reviewing my Laptop today.,0,0,negative,0,56,0,0,46.96,20,Credit Card,0,"[78.28, 12.29, 9.24, 18.4, 17.8]"
8545,574,3680,820,137,9,182,29,35,8,"[0, 0, 1, 3, 0, 2, 2]",Action Figure,Clothing,"Bought Action Figure from this store, great quality.",0,0,positive,0,89,0,0,57.67,9,PayPal,0,"[37.81, 5.06, 76.12, 37.22, 86.67]"
8546,2334,1811,887,326,15,326,77,45,4,"[4, 4, 1, 0, 1, 1, 2]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,negative,0,48,0,0,2.77,22,PayPal,0,"[229.81, 23.53, 34.62, 130.21, 14.37]"
8547,989,4885,1680,352,17,63,96,17,5,"[0, 3, 2, 0, 3, 3, 4]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,negative,0,17,0,1,19.81,1,Credit Card,0,"[123.49, 106.87, 28.68, 5.74, 43.36]"
8548,3606,3114,1919,16,3,263,34,5,3,"[3, 2, 4, 1, 1, 3, 3]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,0,0,negative,0,23,0,1,49.89,14,Credit Card,0,"[83.47, 31.56, 4.42, 106.67, 19.33]"
8549,459,1629,1328,331,7,326,74,32,5,"[2, 3, 0, 2, 1, 4, 3]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,neutral,0,34,0,0,17.82,23,Credit Card,0,"[3.48, 10.38, 8.06, 42.59, 120.63]"
8550,3284,1543,176,272,3,85,52,9,8,"[3, 4, 4, 2, 2, 4, 4]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,positive,0,61,0,0,28.04,15,Credit Card,0,"[23.88, 41.51, 16.18, 171.66, 240.41]"
8551,2174,3579,194,366,9,43,67,17,6,"[3, 3, 3, 0, 0, 1, 2]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,0,positive,0,96,0,1,96.23,18,Credit Card,0,"[108.15, 6.86, 63.88, 10.97, 18.25]"
